,ID,Tweet,Source,Date,Likes,Retweet
637,1309117636177989637,"The historic first image of a black hole has been turned into a movie.

The short sequence of frames shows how the… https://t.co/6NIf13lGHe",Sprout Social,2020-09-24 13:09:01,378,124
638,1308934929707864065,Doctors are concerned that the coronavirus pandemic will lead to a significant surge of people battling lasting ill… https://t.co/IkVCzkcSjP,Sprout Social,2020-09-24 01:03:00,197,122
639,1308914295976210433,A Nature paper describes a synthetic approach to creating new antibiotics that could overcome resistance. One of th… https://t.co/cX8yLfAUbW,Sprout Social,2020-09-23 23:41:01,184,64
640,1308901346519719936,"“We know that we should be critical as reviewers, but we are rarely taught to be kind and courteous. I think that,… https://t.co/Sz3qPKCRZb",Sprout Social,2020-09-23 22:49:33,219,61
641,1308845844838440960,People from low-income neighbourhoods in South Africa are more likely to demand taxes on wealthy individuals when p… https://t.co/crCW98MS4o,Sprout Social,2020-09-23 19:09:01,24,10
642,1308826212500942850,"Nature is gearing up to cover the role of science and scientists in the US election, and would like to hear which i… https://t.co/svnvYuIemd",Sprout Social,2020-09-23 17:51:00,34,14
643,1308811334918852621,This week on the Nature cover: Point of no return. Global warming pushes Antarctica towards irreversible ice loss.… https://t.co/XrUIbSxo16,Twitter Web App,2020-09-23 16:51:53,478,327
644,1308806088712749056,"A Review in Nature presents a summary of the plethora of COVID-19 animal models developed to date, discussing their… https://t.co/80i5zXxKuj",Sprout Social,2020-09-23 16:31:02,50,19
645,1308785950928056322,"In a Review in Nature, @florian_krammer reviews the status of COVID-19 vaccine development, concluding that effecti… https://t.co/lhnTpG4yyi",Sprout Social,2020-09-23 15:11:01,417,196
646,1308755248962568195,"This week’s science book highlights: Think international to end climate change, the wonder of flies, and the fourth… https://t.co/TqMUrzIuKF",Sprout Social,2020-09-23 13:09:01,54,18
647,1308585630813876224,A Nature paper identifies the structure of double-strand DNA break repair by PARP enzymes and shows PARP2 can bridg… https://t.co/leWp02XAru,Sprout Social,2020-09-23 01:55:01,270,87
648,1308538961271443457,"This year, Arctic sea ice shrank to its second-lowest extent in more than 40 years of satellite measurements. As gl… https://t.co/gfsFSR5mnC",Sprout Social,2020-09-22 22:49:34,133,91
649,1308478924968595458,"Researchers have identified brain regions that control stomach function, findings that could explain how stress con… https://t.co/2A0xzbSOpa",Sprout Social,2020-09-22 18:51:00,439,158
650,1308443701929299969,A study in Nature reports that temperature-dependent tolerance to low oxygen levels governs the distribution of mar… https://t.co/HFiG3I1vyE,Sprout Social,2020-09-22 16:31:02,67,21
651,1308423560218791938,"“As an evolutionary developmental biologist, I focus on how genes that control body development give rise to animal… https://t.co/wRquas0px8",Sprout Social,2020-09-22 15:11:00,82,29
652,1308392872417341450,"Last year, the US National Academy of Sciences amended its by-laws so that it could expel members for harassment or… https://t.co/fDmZfkHhlX",Sprout Social,2020-09-22 13:09:04,44,18
653,1308220471847116800,"A slew of studies from around the world has reported a disturbing trend: since the coronavirus pandemic started, th… https://t.co/oPvNCmcVts",Sprout Social,2020-09-22 01:44:00,137,83
654,1308176589155373056,"“‘Anti-vaxxers’” is a book that reminds us of the historical precedents to the odd alliances — anti-vaccine, anti-m… https://t.co/wi3UsTEqhC",Sprout Social,2020-09-21 22:49:38,124,47
655,1308116037095903236,Environmental scientists in Australia say that they are under increasing pressure from their employers to downplay… https://t.co/QgFhvAc1Bo,Sprout Social,2020-09-21 18:49:01,158,130
656,1308080804619325443,"Nearly half of the barbecue charcoal bought in Europe contains wood from tropical and subtropical forests, with lit… https://t.co/8dPNJYdWZ5",Sprout Social,2020-09-21 16:29:01,101,42
657,1308065086792183812,"Two agencies have released guidance for coronavirus vaccine allocation, which prioritizes health-care workers and t… https://t.co/9kTV0c1gNc",Sprout Social,2020-09-21 15:26:34,58,37
658,1308031504178647040,"News &amp; Views: A Nature paper shows the rhythmic activity of a single layer of neurons causes dissociation, an exper… https://t.co/IVU6LX65Gh",Sprout Social,2020-09-21 13:13:07,219,71
659,1308015377667051528,The United States leads the world in COVID-19 deaths but lags behind many countries in testing capacity. That could… https://t.co/uvg0xfv9S9,Sprout Social,2020-09-21 12:09:02,90,31
660,1307859597353455617,"Work in Nature shows that a small RNA from a pathogenic bacterium can induce a learned, transgenerational avoidance… https://t.co/1bQhqZezBV",Sprout Social,2020-09-21 01:50:01,307,83
661,1307814145568526344,A Nature paper identifies the structure of double-strand DNA break repair by PARP enzymes and shows PARP2 can bridg… https://t.co/SyxHg9YPVd,Sprout Social,2020-09-20 22:49:24,205,70
662,1307718701194588161,The unrelenting pain from an Australian tree’s sting is caused by newly identified peptides resembling those in spi… https://t.co/IaiDr69vOB,Sprout Social,2020-09-20 16:30:09,184,58
663,1307702685668462593,A paper in Nature probes the mechanisms and materials underlying the antireflective and anti-adhesive nanostructure… https://t.co/UCk2SGXZOF,Sprout Social,2020-09-20 15:26:30,183,91
664,1307684948242059265,A study in Nature uncovers persistent neural activity encoding defensive state in the hypothalamus.… https://t.co/PWl7xTulh5,Sprout Social,2020-09-20 14:16:01,84,29
665,1307668841489674241,Research in Nature provides functional genetic evidence linking the origin and duplication of new vertebrate genes… https://t.co/ffhOpZMNQ4,Sprout Social,2020-09-20 13:12:01,67,28
666,1307652733395234816,Against-the-odds babies are part of a population that is larger now than at any time in history: young adults who a… https://t.co/yixq2MaSVv,Sprout Social,2020-09-20 12:08:01,112,32
667,1307496954415513600,Editorial: What matters is that talented people find satisfying careers in science. Principal investigators should… https://t.co/F6P0mJCLap,Sprout Social,2020-09-20 01:49:00,361,150
668,1307451703663439873,A Nature paper proposes that Dantu red blood cells have a high membrane tension that prevents invasion by malaria p… https://t.co/XV8rkNDEPF,Sprout Social,2020-09-19 22:49:12,150,34
669,1307356342835871748,Research published in Nature analyses the transcriptional changes that individual cells undergo upon naive and prim… https://t.co/ELUiiZWNIT,Sprout Social,2020-09-19 16:30:16,82,23
670,1307340280601939969,"Synthetic clothing has released about 5.6 million tonnes of microfibres since 1950, polluting land and water alike.… https://t.co/9m8FaN3wCq",Sprout Social,2020-09-19 15:26:26,121,51
671,1307322560779034624,"Using the widely available silicon-on-insulator platform, a study published in Nature demonstrates the world’s smal… https://t.co/VcwzXEuEAX",Sprout Social,2020-09-19 14:16:02,56,12
672,1307306454731325440,News &amp; Views: Influenza vaccination induces a protective memory immune response. The finding in a Nature paper that… https://t.co/ZyvTUS6BOs,Sprout Social,2020-09-19 13:12:02,179,57
673,1307290344434946048,This week on the Nature podcast: Mapping the migration of the Vikings and the world’s smallest ultrasound device. L… https://t.co/qbYD8yX4XT,Sprout Social,2020-09-19 12:08:01,73,19
674,1307134566562496513,Web scraping can help researchers save time analyzing large amounts of data while opening opportunities for collabo… https://t.co/OBWsCGpStp,Sprout Social,2020-09-19 01:49:00,153,30
675,1307089421045575681,An estimated 19% of SARS-CoV-2 infections in Hong Kong seeded 80% of the local transmission of the virus from one p… https://t.co/9jnoI2Hles,Sprout Social,2020-09-18 22:49:37,62,40
676,1307008239905759233,The United States leads the world in COVID-19 deaths but lags behind many countries in testing capacity. That could… https://t.co/TnOW77Bb6z,Sprout Social,2020-09-18 17:27:02,76,29
677,1306992136416620545,Research published in Nature reports the engineering of miniature intestines for the study of intestinal biology in… https://t.co/xE49SMr2On,Sprout Social,2020-09-18 16:23:02,107,23
678,1306976029387481088,"The results of a study in Nature identify the molecular, cellular and physiological properties of a conserved deep… https://t.co/O6KbvQK7Lq",Sprout Social,2020-09-18 15:19:02,85,23
679,1306959935750758400,“Attempting to thwart revolt and defeat social unrest by way of predictive algorithms has been tried before; it fai… https://t.co/nu7vifakBB,Sprout Social,2020-09-18 14:15:05,47,25
680,1306943813525606405,News &amp; Views: A Nature paper reports the discovery of a planet that passes in front of a white dwarf every 1.4 days… https://t.co/1VqF4ME5mL,Sprout Social,2020-09-18 13:11:01,132,45
681,1306927706072903682,"It is not unheard of for serious diseases to cause such effects, but the scale of the COVID-19 pandemic means that… https://t.co/OLpzGb78og",Sprout Social,2020-09-18 12:07:01,217,127
682,1306771927256662016,"Researchers still have more questions than answers about coronavirus mutations, and no one has yet found any change… https://t.co/8C7fewyUEo",Sprout Social,2020-09-18 01:48:00,295,147
683,1306727009112993793,The results of a study in Nature unveil a potential repository of natural antiviral compounds produced by bacterial… https://t.co/apFYaGWMFC,Sprout Social,2020-09-17 22:49:31,178,67
684,1306664215235657728,Liquid can levitate and boats can float upside down in this gravity-defying physics experiment. Researchers discove… https://t.co/7IPD2gSbzD,Twitter Media Studio,2020-09-17 18:40:00,856,265
685,1306645850458927104,“The Origins of You” describes how decades of data on the legacy of childhood experience for adult health and wealt… https://t.co/SydxefU4fb,Sprout Social,2020-09-17 17:27:01,43,22
686,1306629745744977921,"Heaps of Bronze-Age grain retrieved from an enormous subterranean silo show the long reach of the tax collector, ev… https://t.co/r6IzAGuOpP",Sprout Social,2020-09-17 16:23:02,77,17
687,1306613642541096961,"A Review published in Nature discusses the fundamentals of NumPy, the primary array programming library for the Pyt… https://t.co/VakOZnZDxT",Sprout Social,2020-09-17 15:19:02,178,71
688,1306597549785206784,Editorial: The ERC is a rare success story in multilateral research funding. Its generous starting grants have had… https://t.co/fsUtsWyxWY,Sprout Social,2020-09-17 14:15:05,143,79
689,1306581427622903811,"A paper in Nature provides a detailed view, by cryoEM, of how binding of ACE2 by the SARS-CoV-2 spike leads to the… https://t.co/grFwQuCWiP",Sprout Social,2020-09-17 13:11:02,149,67
690,1306565318299525122,Doctors are concerned that the COVID-19 pandemic will lead to a significant surge of people battling lasting illnes… https://t.co/nqxOMUSTku,Sprout Social,2020-09-17 12:07:01,193,116
691,1306409287649026048,"As data trickle in, Nature runs through the key questions that researchers are trying to answer about COVID-19 rein… https://t.co/oYtXWangbg",Sprout Social,2020-09-17 01:47:00,160,80
692,1306364613177552897,A study in Nature reports evidence of a Jupiter-sized planet orbiting a white dwarf. The findings support the theor… https://t.co/W1IqnPCPfE,Sprout Social,2020-09-16 22:49:29,189,51
693,1306283461699948544,"It is not unheard of for serious diseases to cause such effects, but the scale of the COVID-19 pandemic means that… https://t.co/CteUywG3m4",Sprout Social,2020-09-16 17:27:01,125,67
694,1306267363684356103,An analysis of human genomes published in Nature shows distinct populations of Vikings influenced the genetic makeu… https://t.co/XGMOESauuP,Sprout Social,2020-09-16 16:23:03,64,20
695,1306261416052240389,This week on the Nature cover: Viking Voyagers. Genome sequences map ancient maritime travels. Browse the issue her… https://t.co/n6JRV7pVDR,Twitter Web App,2020-09-16 15:59:25,158,56
696,1306251253907894273,"World View: “Overconfidence in national specialness has led to lack of preparedness, prevented collaboration with g… https://t.co/b1tMXHQrpW",Sprout Social,2020-09-16 15:19:02,67,30
697,1306235146010611712,"Time flies when you are busy, but when you’re bored, it seems as if the day will never end. Researchers have found… https://t.co/LO0ZYC0hYK",Sprout Social,2020-09-16 14:15:02,336,131
698,1306219038780125184,"“ASCEND is great because it is so hands-on — and it encourages women to speak up, which builds confidence,” says me… https://t.co/yhD0m1WIkj",Sprout Social,2020-09-16 13:11:01,24,11
699,1306202931092508678,"Editorial: With science in the spotlight and with research being essential to ending the global coronavirus crisis,… https://t.co/0Ptu4LxFtF",Sprout Social,2020-09-16 12:07:01,30,12
700,1306046899884089351,"Scientists have pinpointed gene-activating stretches of DNA that help animals to regenerate limbs, fins and other t… https://t.co/PirsDmW2Qc",Sprout Social,2020-09-16 01:47:00,342,112
701,1306002277866635271,"A slew of studies from around the world has reported a disturbing trend: since the coronavirus pandemic started, th… https://t.co/jJqGLZ45vR",Sprout Social,2020-09-15 22:49:42,107,67
702,1305906951843393537,"As glaciers melt in response to rising global temperatures, their waters are engorging nearby lakes. Now scientists… https://t.co/zMMrN0E6xg",Sprout Social,2020-09-15 16:30:54,119,67
703,1305890773897015298,A group of researchers have expressed concern about repetitive patterns of data in a paper describing early-phase c… https://t.co/T52bdncc4H,Sprout Social,2020-09-15 15:26:37,111,66
704,1305857159566168064,"“In the 21st century, those who are visually impaired should not be denied the chance to carry out research in high… https://t.co/lV8DAz1KUV",Sprout Social,2020-09-15 13:13:03,73,22
705,1305841053954703362,A disaster during WWII that involved the release of mustard gas in its liquid form led to the development of chemot… https://t.co/0xw6lkx9pP,Sprout Social,2020-09-15 12:09:03,178,74
706,1305794181546356737,"@Al_Mahbook لا ، Nature Arabic Edition موقع مختلف
                                            https://t.co/E5nTmPtekM",Twitter Web App,2020-09-15 09:02:48,1,1
707,1305683001423138819,“Mindfulness meditation has helped me during the last 15 years to stay happy during difficult moments.” –… https://t.co/RrgE3bgnWe,Sprout Social,2020-09-15 01:41:00,239,82
708,1305639865757896706,Doctors are concerned that the coronavirus pandemic will lead to a significant surge of people battling lasting ill… https://t.co/L5QaxsSxZ5,Sprout Social,2020-09-14 22:49:36,282,174
709,1305544847844048897,Torpor saves energy for hummingbirds that live high in the Andes Mountains. #ResearchHighlight https://t.co/835Y0pvSPd,Sprout Social,2020-09-14 16:32:02,84,25
710,1305528465966485505,The University of Oxford and AstraZeneca have not yet released details of the adverse reaction that led to the coro… https://t.co/bDstKSDzU8,Sprout Social,2020-09-14 15:26:56,120,49
711,1305510385425014785,"News &amp; Views: Nature is in trouble, and its plight will probably become even more precarious unless we do something… https://t.co/nwZC32zCAv",Sprout Social,2020-09-14 14:15:05,40,15
712,1305494263418019840,Chemist Martin Burke developed a coronavirus test for the University of Illinois that has been called a model syste… https://t.co/y2fjjmYMfW,Sprout Social,2020-09-14 13:11:01,39,20
713,1305478153846943748,An advocacy group in Denmark calls for funders and institutions to launch flexible grant and fellowship schemes and… https://t.co/iVkIxgvLjX,Sprout Social,2020-09-14 12:07:01,77,34
714,1305315580610740229,News &amp;amp; Views: A light-sensitive receptor protein expressed in neurons deep in the mouse brain has been shown in… https://t.co/OJB8evMkCq,Sprout Social,2020-09-14 01:21:00,196,53
715,1305277440554663936,The findings of a study in Nature demonstrate the extent to which viruses can control the nucleus from the cytoplas… https://t.co/GsBhyIbXmg,Sprout Social,2020-09-13 22:49:27,156,49
716,1305196295993262080,"Discovering the “on-and-off switch” for good parenting in male and female mouse brains has earned Catherine Dulac,… https://t.co/ux4uGjbE4F",Sprout Social,2020-09-13 17:27:00,213,68
717,1305180189995999234,"World View: “With the number of US deaths from COVID-19 approaching 200,000, the integrity of the country’s leading… https://t.co/NTjqVlc1FB",Sprout Social,2020-09-13 16:23:01,41,23
718,1305164084560769024,Examination of huge clusters of galaxies has revealed that dark matter — the invisible stuff that constitutes most… https://t.co/G9evwRAMrn,Sprout Social,2020-09-13 15:19:01,125,47
719,1305147979918172161,Research in Nature provides satellite constraints on global isoprene emissions and atmospheric oxidation.… https://t.co/DxELvZe12J,Sprout Social,2020-09-13 14:15:01,44,9
720,1305131871274237959,"Scholarly journals are supposed to provide a lasting record of science. But over the past two decades, 176 open-acc… https://t.co/Plm3Mvfe1z",Sprout Social,2020-09-13 13:11:00,119,64
721,1305115765142585344,Nearly two-thirds of postdoctoral researchers believe that the coronavirus pandemic has negatively affected their c… https://t.co/5uj1T1On4J,Sprout Social,2020-09-13 12:07:00,327,168
722,1304953193038778369,"In Synchronicity, Paul Halpern relates how Austrian physicist Wolfgang Pauli, distraught and drinking heavily after… https://t.co/n9LhjEinkJ",Sprout Social,2020-09-13 01:21:00,353,118
723,1304915049987874817,"Legal, ethical and social concerns — coupled with Parabon Nanolabs’ travails — have left industry experts wondering… https://t.co/7Wbo4hHN1X",Sprout Social,2020-09-12 22:49:26,56,25
724,1304833910421979136,A protein condensate formed by multivalent interactions between the long non-coding RNA Xist and specific RNA-bindi… https://t.co/usXWK9JY3z,Sprout Social,2020-09-12 17:27:01,113,31
725,1304817802470199300,"News &amp; Views: Miniaturized electronic devices generate a lot of heat, which must be dissipated to maintain performa… https://t.co/YH7EGGFMlW",Sprout Social,2020-09-12 16:23:01,79,26
726,1304801697198477312,"Arctic wildfires are releasing record levels of carbon dioxide, partly because they are burning ancient peatlands t… https://t.co/FvZGaOiR1Q",Sprout Social,2020-09-12 15:19:01,139,105
727,1304785591444406274,"Methods described in a Nature paper provide a complete toolbox for the correction of qubit loss that, together with… https://t.co/oJ9qOiTaeO",Sprout Social,2020-09-12 14:15:01,60,17
728,1304769487464534016,"A paper in Nature describes a long-awaiting structure of the influenza virus matrix protein 1, which will aid under… https://t.co/U84WRucTVA",Sprout Social,2020-09-12 13:11:01,117,32
729,1304753383736254464,Editorial: What matters is that talented people find satisfying careers in science. Principal investigators should… https://t.co/vjucwR8swa,Sprout Social,2020-09-12 12:07:02,313,117
730,1304590805122912256,News &amp; Views: Immune cells called neutrophils can support the spread of cancer. How neutrophils aid this process no… https://t.co/LcsPbbeHXC,Sprout Social,2020-09-12 01:21:00,407,159
731,1304552593780363266,"Work in Nature shows that a small RNA from a pathogenic bacteria can induce a learned, transgenerational avoidance… https://t.co/8IGieQXQd5",Sprout Social,2020-09-11 22:49:10,251,86
732,1304471528369684481,A Review in Nature explores the promises and challenges of ambient intelligence in healthcare and the applications… https://t.co/Lst2YADSXJ,Sprout Social,2020-09-11 17:27:02,61,12
733,1304455419784552448,Findings of a study in Nature highlight TRIM37-dependent genomic instability as a putative driver event in 17q23-am… https://t.co/bFECbZsTIY,Sprout Social,2020-09-11 16:23:02,45,12
734,1304439313124347905,Fingernail-sized electrodes ‘tattooed’ onto a leaf can reveal the invisible damage done by the ubiquitous air pollu… https://t.co/WdQdnZ5uae,Sprout Social,2020-09-11 15:19:02,38,14
735,1304423210084175874,"A study in Nature finds that the SLC25A51 gene dictates the transport of NAD+ to the mitochondria, where energy fro… https://t.co/GAmox1ti15",Sprout Social,2020-09-11 14:15:02,104,26
736,1304407105294807040,This week on the Nature podcast: Keeping electronics from overheating and how to include minority populations in ge… https://t.co/8IYQoDX7ky,Sprout Social,2020-09-11 13:11:03,33,7
737,1304391006259941376,A modeling study in Nature suggests that declines in terrestrial biodiversity from habitat conversion could be reve… https://t.co/O6u2sniKmG,Sprout Social,2020-09-11 12:07:04,144,77
738,1304228167029321729,"Some bacteria that can transmit electricity turn out to have a hidden talent: when grown on a copper electrode, the… https://t.co/inDHaqvfYM",Sprout Social,2020-09-11 01:20:01,388,145
739,1304190310206058504,As leading pharmaceutical and biotechnology companies speed their COVID-19 vaccines through clinical trials and eye… https://t.co/l50wZDyWEd,Sprout Social,2020-09-10 22:49:35,83,42
740,1304109140470628357,"Dense metallic hydrogen makes up the interior of giant planets, and a Nature paper describes how hydrogen becomes a… https://t.co/ylSljcRzoK",Sprout Social,2020-09-10 17:27:02,75,24
741,1304093030992011264,"Researchers still have more questions than answers about coronavirus mutations, and no one has yet found any change… https://t.co/QGvrfRcAxW",Sprout Social,2020-09-10 16:23:02,314,171
742,1304076925133090816,Eight out of ten postdoctoral researchers say that the global coronavirus pandemic has hampered their ability to co… https://t.co/O3sq9kLr4z,Sprout Social,2020-09-10 15:19:02,193,82
743,1304060868964032513,Embedding the Magellanic Clouds in a corona of ionized gas allows the gaseous Magellanic Stream to be modelled accu… https://t.co/OhUA0Vrrf7,Sprout Social,2020-09-10 14:15:14,113,37
744,1304044708612763648,"News &amp; Views: Disease-causing microorganisms can invade plants through leaf pores called stomata, which close rapid… https://t.co/0maNfN65ps",Sprout Social,2020-09-10 13:11:01,116,42
745,1304028603219349504,Web scraping can help researchers save time analyzing large amounts of data while opening opportunities for collabo… https://t.co/yXdxvVTSeD,Sprout Social,2020-09-10 12:07:01,138,54
746,1303865779264401414,"The collapse of China’s prosperous Ming dynasty, one of the most stable in Chinese history, has been attributed, in… https://t.co/q3uw35fPzL",Sprout Social,2020-09-10 01:20:01,92,35
747,1303827816635609091,"Editorial: Departing Prime Minister Shinzō Abe’s successor needs to embrace diversity, diplomacy and better regulat… https://t.co/kX4OT4Kkva",Sprout Social,2020-09-09 22:49:10,71,26
748,1303746805864243201,Research published in Nature shows that electronic devices can be more efficiently cooled by co-designing microflui… https://t.co/6CmlTwn1VM,Sprout Social,2020-09-09 17:27:15,95,30
749,1303733972262887425,This week on the Nature cover: Galactic coronae. Simulation reveals the origin of the Magellanic Stream. Browse the… https://t.co/Kb1Kc4CZx9,Twitter Web App,2020-09-09 16:36:15,148,34
750,1303730646070816770,Discarding data from minority groups by default is ethically problematic. A Nature Comment article suggests that an… https://t.co/pfWCYNQmPl,Sprout Social,2020-09-09 16:23:02,66,23
751,1303714539238760450,A paper in Nature delineates the translation landscape of SARS-CoV-2. The work provides a resource for future funct… https://t.co/j6ylEgJYka,Sprout Social,2020-09-09 15:19:02,78,36
752,1303698435879641091,Scientists say it's too soon to say what impact a paused coronavirus vaccine trial might have on the push to develo… https://t.co/4o4f8fPUHz,Sprout Social,2020-09-09 14:15:03,177,82
753,1303682323364315137,"A Perspective in Nature details how the LifeTime Initiative aims to track, understand and target human cells during… https://t.co/9Fi2PfCDwC",Sprout Social,2020-09-09 13:11:01,142,46
754,1303666215936761858,A team of mathematicians at MIT has added some order to the chaos that is the rapidly growing number of online scie… https://t.co/60BaJrCeUI,Sprout Social,2020-09-09 12:07:01,218,108
755,1303512199437185024,"Scientists have pinpointed gene-activating stretches of DNA that help animals to regenerate limbs, fins and other t… https://t.co/1TfPNepL5e",Sprout Social,2020-09-09 01:55:01,382,153
756,1303465500660436998,"Peter Tsai, inventor of the electrostatically charged filter in face masks, came out of retirement to help with fil… https://t.co/CtMvvMkiCR",Sprout Social,2020-09-08 22:49:27,187,67
757,1303384358175289346,"Researchers use antibodies to detect specific molecules in cells, tissues and test tubes. But sometimes the protein… https://t.co/84Tbr24njS",Sprout Social,2020-09-08 17:27:01,116,45
758,1303368253088169985,A fresh approach allows a laser beam to manipulate molecules without exposing them to destructive levels of heat an… https://t.co/CAutMCJtXx,Sprout Social,2020-09-08 16:23:01,105,28
759,1303352147262799874,Nature’s pick of the best science images from August includes zombie weevils and a smiling turtle. https://t.co/wXDK5vpPih,Sprout Social,2020-09-08 15:19:01,157,41
760,1303336056041992192,.@alondra reviews a new book by Adam Rutherford that aims to use the weapon of scientific fact to vanquish the myth… https://t.co/67hAqSGZbz,Sprout Social,2020-09-08 14:15:05,112,37
761,1303319935721050112,Modelling experiments published in Nature show that the El Niño response to global warming is self-modulating and d… https://t.co/lFk496qO0w,Sprout Social,2020-09-08 13:11:01,60,26
762,1303303827236491264,“Mindfulness meditation has helped me during the last 15 years to stay happy during difficult moments.” –… https://t.co/uHVFJ1Ffzb,Sprout Social,2020-09-08 12:07:01,280,97
763,1303103022671826944,"Scientists have pinpointed gene-activating stretches of DNA that help animals to regenerate limbs, fins and other t… https://t.co/u0pSEWuToU",Sprout Social,2020-09-07 22:49:05,495,193
764,1303021970687234051,Researchers have found that mechanical properties of the tissue elements that surround pre-malignant tumour cells s… https://t.co/rFr4TXpktt,Sprout Social,2020-09-07 17:27:01,137,50
765,1303005864815714305,“It is only by stepping back from the immediate pressures of the now and the ‘must-do’ list that your brain can get… https://t.co/5XmBULgTCn,Sprout Social,2020-09-07 16:23:01,86,22
766,1302989758902218753,"Astronomers have detected the most powerful, most distant and most perplexing collision of black holes yet using gr… https://t.co/Z1Qw9Jt8fJ",Sprout Social,2020-09-07 15:19:01,317,94
767,1302973667647913985,A study in Nature reports that a by-product of protein and fat metabolism that is elevated in people aged 60 years… https://t.co/H5pH7dKYut,Sprout Social,2020-09-07 14:15:05,109,39
768,1302957543203971073,"As data trickle in, Nature runs through the key questions that researchers are trying to answer about COVID-19 rein… https://t.co/TeulPiDtH4",Sprout Social,2020-09-07 13:11:00,120,50
769,1302941441883340800,Faculty members and staff are pushing back against requirements that they show up on campus alongside undergraduate… https://t.co/UkvMfOYGXL,Sprout Social,2020-09-07 12:07:01,61,28
770,1302775847724646400,News &amp; Views: Temperature determines the geographical distribution of plants and their rate of growth and developme… https://t.co/xKMJXMZMz0,Sprout Social,2020-09-07 01:09:01,251,84
771,1302740649914126339,News &amp; Views: A light-sensitive receptor protein expressed in neurons deep in the mouse brain has been shown in a N… https://t.co/IRep3qM9yT,Sprout Social,2020-09-06 22:49:09,248,84
772,1302659590367174656,This week on the Nature podcast: A clearer view of how general anaesthetics actually work. Listen here:… https://t.co/O4WQHqxHWP,Sprout Social,2020-09-06 17:27:03,35,16
773,1302643475276599296,News &amp; Views: A study in Nature reveals how several metabolites that accumulate to high levels in tumour cells supp… https://t.co/5r2pOFtmNr,Sprout Social,2020-09-06 16:23:01,358,131
774,1302627369094729734,News &amp; Views: Contradictory values for the masses of atomic nuclei have cast doubt on the reliability of these wide… https://t.co/vGSvxaJGAf,Sprout Social,2020-09-06 15:19:01,103,34
775,1302611264586362880,Lithium-rich disordered rocksalt metal oxide cathodes have long been investigated as battery cathodes. Research pub… https://t.co/BTepWe8ZWq,Sprout Social,2020-09-06 14:15:01,81,28
776,1302595157758537728,"Dark matter halos have a universal structure over 20 order of magnitude in mass, according to a study published in… https://t.co/b6xIU8eNzn",Sprout Social,2020-09-06 13:11:01,117,35
777,1302579050196742145,"A number of detailed studies quantify the increased risk the coronavirus poses to older people, men, and other grou… https://t.co/ErGjqKxHUP",Sprout Social,2020-09-06 12:07:00,139,94
778,1302413206405746688,.@antica_c traveled with her daughter to stay with her parents until the pandemic-related lockdowns eased. “A sense… https://t.co/cLZ49sjQis,Sprout Social,2020-09-06 01:08:00,39,8
779,1302378335520124929,Four female researchers describe what they’ve learned about how departments and institutions can best communicate t… https://t.co/bkwiLfbfcs,Sprout Social,2020-09-05 22:49:26,220,82
780,1302297196688277504,A study in Nature suggests that species introductions are leading to the homogenization of mutualistic seed dispers… https://t.co/zhBUBGroR7,Sprout Social,2020-09-05 17:27:01,77,20
781,1302281087067082752,Reference-management tools perform a handful of related functions: searching the literature; storing and organizing… https://t.co/9RD6jRVzJU,Sprout Social,2020-09-05 16:23:01,60,24
782,1302264983791767554,"The surfactant-like protein Ki-67 mediates the clustering of chromosomes during mitotic exit, which displaces large… https://t.co/sHLCST5FvW",Sprout Social,2020-09-05 15:19:01,113,23
783,1302248873822490626,Rock falls and rock avalanches sometimes can trigger powerful blasts of air that can flatten trees more than a kilo… https://t.co/V2oVcfNQic,Sprout Social,2020-09-05 14:15:00,96,37
784,1302232770425417728,News &amp; Views: Yeast has been engineered to convert simple sugars and amino acids into drugs that inhibit a neurotra… https://t.co/l1EHNuCFH5,Sprout Social,2020-09-05 13:11:01,252,102
785,1302216662272352257,Two books — “The Chemical Age” and “The Contamination of the Earth” —  map this arc of human pollution and its effe… https://t.co/x3VzBAToE5,Sprout Social,2020-09-05 12:07:00,116,52
786,1302050818925920256,"The collapse of China’s prosperous Ming dynasty, one of the most stable in Chinese history, has been attributed, in… https://t.co/1JJieKDKX8",Sprout Social,2020-09-05 01:08:00,140,55
787,1302015970282811394,A study in Nature shows that both parasitic and non-parasitic plants can detect and react to a class of organic com… https://t.co/KXFzI8Emnm,Sprout Social,2020-09-04 22:49:32,69,23
788,1301934808533262340,Physicists have made the most realistic calculations yet of what a cyclist would look like if moving at close to th… https://t.co/KY8eZ4KsRb,Sprout Social,2020-09-04 17:27:01,88,26
789,1301918701348884481,"News &amp; Views: A Nature paper reports a remarkable phenomenon associated with a vibrating, levitated layer of fluid:… https://t.co/plTALO6CrS",Sprout Social,2020-09-04 16:23:01,161,52
790,1301902596047884289,"“We know that we should be critical as reviewers, but we are rarely taught to be kind and courteous,” writes… https://t.co/P3pKzMcght",Sprout Social,2020-09-04 15:19:01,216,75
791,1301886493162700804,A study in Nature reports the discovery of prokaryotic STING and shows that the mechanism of activation is conserve… https://t.co/JVfBBi33Si,Sprout Social,2020-09-04 14:15:02,91,24
792,1301870383050694664,Indian pharmaceutical companies are front and centre in the race to supply the world with a vaccine against SARS-Co… https://t.co/uKgRPMxYzu,Sprout Social,2020-09-04 13:11:01,72,28
